latitude,longitude,year,month,day,cp,e,ilspf,lsp,pev,tcrw,tp,swvl1,swvl2,ro
17.25,78.0,2018,11,7,0.0,-0.000286385,0.0,0.0,-0.0006360781,0.0070827007,0.0,0.22867683,0.26966777,4.8754737e-07
17.0,77.0,2019,3,11,0.0,-0.00023568187000000003,0.0,0.0,-0.0008635444,0.0,0.0,0.24135247,0.29605386,0.0
17.5,77.5,2018,2,15,0.0,-0.00021619203999999998,0.0,0.0,-0.000694814,0.0,0.0,0.15846051,0.19247223,1.4626421000000002e-06
18.0,78.0,2019,1,21,0.0,-0.00023697627,0.0,0.0,-0.0006639997999999999,0.0,0.0,0.22968371,0.28858256,2.4377368e-06
18.0,77.75,2019,2,9,0.0,-0.00029560295,0.0,0.0,-0.00072877656,0.0,0.0,0.27309096,0.3197879,7.310881999999999e-07
17.0,77.0,2018,2,11,0.0,-0.0002986725,0.0,0.0,-0.0006891667,0.0,0.0,0.28903429999999997,0.3305947,0.0
17.0,77.0,2018,7,24,0.00020642578999999998,-0.00048087654000000005,0.14108923,5.9599988000000006e-05,-0.0006096716,0.012446403500000001,0.0002661259,0.448363,0.45184687,2.6812777e-06
17.25,77.5,2018,10,31,0.0,-0.00033333443999999994,0.0,0.0,-0.00081136095,0.0,0.0,0.27904576,0.32060573,2.4354085000000004e-07
17.75,77.5,2019,5,19,0.0,-0.00012167376,0.0,0.0,-0.0011242450999999999,0.0,0.0,0.2017442,0.21856625,0.0
17.0,77.5,2018,1,23,0.0,-0.00020783397000000001,0.0,0.0,-0.0005692943,0.0,0.0,0.26872984,0.3055872,3.2908283e-06
17.75,77.75,2018,7,4,1.2910925e-05,-0.00024267157999999998,0.0,0.0,-0.00043667129999999996,0.008801818000000001,1.2960751e-05,0.36860909999999997,0.342967,4.8754737e-07
18.0,77.5,2019,12,23,0.0,-0.00024609247,0.0,0.0,-0.0005820844,0.0,0.0,0.28402459999999996,0.31093803,1.0726042e-05
17.75,78.0,2019,12,2,7.255003000000001e-07,-0.00025980378,0.0,4.1397288e-07,-0.00034245776,0.0025786160999999998,8.638016999999999e-07,0.29161020000000004,0.30954772,9.0193935e-06
17.5,78.0,2019,3,2,5.947426e-06,-0.00016636723000000003,0.0,0.0,-0.0006733266999999999,0.00024068355999999998,5.6163409999999996e-06,0.20912597,0.2444967,2.4354085000000004e-07
17.75,77.75,2019,7,20,0.00011750171000000001,-0.0003742187,0.0,1.3865065e-05,-0.0004972765,0.5904469,0.00013198284,0.44324827,0.37395036,9.750947e-07
17.75,77.75,2019,2,6,0.0,-0.00023846482999999996,0.0,0.0,-0.00069512887,0.0,0.0,0.23059177,0.25290847,4.8754737e-07
17.25,77.0,2019,5,5,0.0,-0.00019817227,0.0,0.0,-0.0009536258,0.0,0.0,0.24464491,0.28348878,0.0
17.0,77.5,2019,2,26,0.0,-0.00023928767999999997,0.0,0.0,-0.0007943206599999999,0.0,0.0,0.24179104,0.29759017,2.4354085000000004e-07
17.25,77.25,2018,11,20,1.9003171e-05,-0.000248746,0.0,0.0,-0.0005734659,0.0,1.900876e-05,0.28535888,0.30186614,2.4354085000000004e-07
17.0,78.0,2018,5,6,0.0,-0.00030116882,0.0,0.0,-0.00088812097,0.0,0.0,0.13105842,0.16600436,9.750947e-07
17.25,77.25,2018,11,11,0.0,-0.00026850394,0.0,0.0,-0.0007804680499999999,0.0,0.0,0.26480114,0.3001838,2.4354085000000004e-07
17.75,77.25,2019,10,25,7.255003000000001e-07,-0.0003112096,0.0,2.4833716e-06,-0.00032374492999999997,0.00024068355999999998,3.2400712000000003e-06,0.4616996,0.46480334,7.008575e-05
17.5,78.0,2019,6,1,1.8568244e-05,-0.00020964612,0.0,0.0,-0.0008829263,0.0073233843,1.8576626000000002e-05,0.19971809,0.24713123,2.4354085000000004e-07
18.0,77.5,2018,1,26,0.0,-0.00025970206000000003,0.0,0.0,-0.00070018583,0.0,0.0,0.271559,0.30981645,4.509464e-06
17.0,77.75,2019,7,31,0.0001275111,-0.00041260663,0.10001069,5.9186015e-05,-0.00047917364,0.0015815496,0.00018684938999999999,0.4425379,0.44117445,1.9501895e-06
18.0,77.0,2018,2,9,0.0,-0.0002576033,0.0,0.0,-0.0007856431,0.0,0.0,0.27042857,0.30359524,2.1937302999999996e-06
17.5,77.75,2018,9,23,6.6294335e-05,-0.0005135414,0.0,1.0346994000000002e-06,-0.0005951893,0.00013756752000000002,6.717956e-05,0.39876005,0.39871252,1.4626421000000002e-06
17.25,78.0,2018,1,4,0.0,-0.00024014752,0.0,0.0,-0.00063289044,0.0,0.0,0.21719339999999998,0.26785690000000006,6.703660000000001e-06
17.5,77.75,2019,10,4,0.00017596221999999998,-0.00045187294,0.0,0.0,-0.00049036986,0.0,0.00017604883999999997,0.41799587,0.4103488,1.3773329999999998e-05
17.0,77.75,2018,11,8,5.077105e-06,-0.0002926166,0.0,0.0,-0.0006768489,0.008904934,4.752073400000001e-06,0.21802115,0.24749339999999997,4.8754737e-07
17.0,77.75,2019,5,13,1.1604279e-06,-0.0003573454,0.0,0.0,-0.00092204416,0.0,1.5120022e-06,0.1996872,0.24020904,0.0
18.0,77.0,2019,2,27,0.0,-0.00025621647,0.0,0.0,-0.0008327302,0.0,0.0,0.2538366,0.29937184,0.0
17.5,77.75,2019,2,12,0.0,-0.00016459207,0.0,0.0,-0.0006695291,0.0,0.0,0.18240337,0.21092555,4.8754737e-07
17.75,77.0,2018,9,10,0.0,-0.00055393565,0.0,0.0,-0.00071394007,0.0004813671,0.0,0.32661644,0.35428202,9.750947e-07
17.25,77.25,2019,9,28,7.325736999999999e-05,-0.00043523072999999995,0.123205096,5.4840464e-05,-0.00047665497000000005,0.0077016354,0.0001278785,0.47439378,0.48509090000000005,2.6812777e-06
18.0,77.25,2019,2,21,0.0,-0.00023206682999999997,0.0,0.0,-0.0008657482,0.0,0.0,0.24400248,0.29414952,2.4354085000000004e-07
17.0,77.75,2018,7,15,1.9293278e-05,-0.00016466604,0.745548,3.042072e-05,-0.0001746522,0.023551822000000004,4.9682334000000003e-05,0.45941406,0.46165478,1.2186356e-06
17.25,77.75,2018,2,8,0.0,-0.0002967679,0.0,0.0,-0.00068497553,0.0,0.0,0.25177960000000005,0.31559953,4.7534704000000005e-06
17.25,78.0,2019,3,22,0.0,-0.00021644168,0.0,0.0,-0.00086854235,0.0,0.0,0.18874119,0.2480717,2.4354085000000004e-07
17.25,77.25,2018,12,27,0.0,-0.00023373104,0.0,0.0,-0.0006185852700000001,0.0,0.0,0.27198523,0.31642318,0.0
17.25,77.0,2018,11,28,0.0,-0.00017837733,0.0,0.0,-0.0006288369999999999,0.0,0.0,0.26800093,0.29364714,0.0
18.0,78.0,2018,7,28,6.252248e-05,-0.00034739705999999997,0.0,0.0,-0.00049989356,0.00024068355999999998,6.285915e-05,0.40191659999999996,0.4137835999999999,1.9501895e-06
17.5,78.0,2018,10,16,9.0810005e-05,-0.0003667667,0.10001069,2.1935906e-05,-0.0006413909,0.0024411678,0.00011254194999999999,0.2361389,0.27630955,1.706183e-06
17.75,77.5,2019,10,1,3.0028168e-05,-0.0005271694999999999,0.0,7.656869e-06,-0.0006183884999999999,0.0009627342,3.758585e-05,0.44736850000000006,0.45160154,1.3407320000000003e-05
17.5,77.0,2018,4,16,5.5124982999999995e-06,-0.00035536682,0.0,0.0,-0.0008714939,0.0,5.184207e-06,0.19995281,0.19060296,4.8754737e-07
18.0,77.75,2018,8,28,2.7852132999999997e-05,-0.00035606025000000003,0.16077396,2.4833716e-06,-0.0004618382,0.00024068355999999998,3.0457508e-05,0.48172609999999993,0.4890865,2.4377368e-06
17.0,77.0,2019,6,11,1.8859281999999998e-06,-0.0002860799,0.0,0.0,-0.00084309996,0.0,1.9441359e-06,0.3386867,0.26675284,0.0
17.0,77.0,2018,3,18,0.0,-0.00025545832000000004,0.0,0.0,-0.00070327515,0.0,0.0,0.27247941,0.29839045,0.0
17.75,77.75,2018,11,6,6.96308e-05,-0.0002914239,0.10001069,0.0,-0.000602155,0.005604267,6.955536e-05,0.2328279,0.2635225,1.9501895e-06
17.25,77.5,2018,8,30,7.0065726e-05,-0.00032431992999999997,0.10001069,1.4486723e-06,-0.00039324415,0.0,7.14995e-05,0.4632501,0.47167879999999995,1.4626421000000002e-06
17.0,78.0,2018,2,12,0.0,-0.00021316869999999998,0.0,0.0,-0.00062346517,0.0,0.0,0.13645731,0.17324783,1.706183e-06
17.0,77.75,2018,11,18,9.298604e-05,-0.00022616811000000003,0.14057039999999998,3.3318065e-05,-0.0004609724,0.012583852,0.0001263665,0.22173366,0.24680410000000003,1.2186356e-06
17.0,77.0,2018,2,24,0.0,-0.00031926256,0.0,0.0,-0.00082605967,0.0,0.0,0.26701877,0.31940820000000003,2.4354085000000004e-07
18.0,77.5,2018,11,16,0.0,-0.00030348022,0.0,0.0,-0.0008052611,0.0,0.0,0.27446228,0.31135276,7.310881999999999e-07
17.75,77.75,2018,1,11,0.0,-0.00022125867,0.0,0.0,-0.00056246645,0.0,0.0,0.21723047,0.2586565,4.7534704000000005e-06
17.25,77.25,2019,8,25,3.5250559999999995e-05,-0.00028622785,0.0,0.0,-0.00035524781999999997,0.009283185,3.520958e-05,0.43632364,0.42832896,4.8754737e-07
18.0,78.0,2018,6,30,1.073489e-05,-0.00032258172999999996,0.10001069,4.345551e-06,-0.0005967241,0.0045040846,1.468882e-05,0.39927274,0.38211095,1.4626421000000002e-06
17.75,77.75,2018,7,21,0.00019307993000000002,-0.00023935240000000002,0.66198707,0.00039091892999999994,-0.00019922879,0.19236879999999998,0.0005840943000000001,0.4591299,0.44937593,8.288305e-06
17.75,77.75,2019,4,29,0.0,-0.00020984952999999999,0.0,0.0,-0.0010112203999999999,0.0024411678,0.0,0.19881004,0.23408714,4.8754737e-07
17.5,77.25,2018,9,25,1.7842744e-05,-0.00054107496,0.0,2.8973445e-06,-0.0006809811,0.00123775,2.0520762e-05,0.32880935,0.34092832,9.750947e-07
17.25,78.0,2019,3,21,0.0,-0.00020352549999999998,0.0,0.0,-0.00090339035,0.00024068355999999998,0.0,0.19698158,0.24752845,2.4354085000000004e-07
17.75,77.5,2019,7,3,7.108133e-05,-0.00027626104,0.99771106,0.00040540517999999994,-0.00020422676,0.048341512999999996,0.00047673657999999997,0.47019327,0.45310864,3.7783757000000005e-06
17.75,77.75,2019,3,15,0.0,-0.00024324482000000005,0.0,0.0,-0.0009498280699999998,0.0,0.0,0.2057841,0.2389239,4.8754737e-07
17.75,77.5,2019,7,15,0.00017712265,-0.00042912862,0.10001069,5.8151316e-05,-0.0005913326000000001,0.008561134,0.00023502017999999997,0.39242223,0.38907403,1.4626421000000002e-06
17.25,77.75,2018,1,12,0.0,-0.00028072667,0.0,0.0,-0.00065691606,0.0,0.0,0.25753057,0.31516144,7.4352139999999995e-06
17.75,77.25,2018,5,29,1.4506279999999999e-05,-0.00034482678,0.0,0.0,-0.0010298742,0.0,1.4256686e-05,0.26241672,0.24245802,7.310881999999999e-07
17.5,78.0,2018,9,21,0.0,-0.00014214363000000001,0.33947784,0.00055399165,-9.128073e-05,0.20873481,0.00055406895,0.46046418,0.37621686,7.678755e-06
17.25,77.25,2019,6,1,3.2204203e-05,-0.0002722854,0.0,0.0,-0.00095277966,0.0,3.2401644e-05,0.25002527,0.29337844,2.4354085000000004e-07
18.0,77.75,2019,6,27,8.065533e-05,-0.00035124327000000006,0.15680650000000002,4.4906978e-05,-0.0006918428,0.0044009686,0.00012550223999999998,0.41002727,0.31191940000000007,9.750947e-07
17.0,78.0,2018,5,16,1.2620352e-05,-0.0003588247,0.0,0.0,-0.0008475075999999999,0.0,1.2960751e-05,0.15825050000000002,0.16151808,7.310881999999999e-07
17.0,78.0,2019,12,7,0.0,-0.00038661711999999997,0.0,0.0,-0.0005753352,0.0,0.0,0.27899018,0.28267682,3.7783757000000005e-06
17.5,77.0,2019,3,25,0.0,-0.00019512122,0.0,0.0,-0.0009297772,0.004160285,0.0,0.14317194,0.17482504,0.0
17.75,77.25,2019,9,1,6.0491730000000004e-05,-9.813433000000002e-05,1.0,0.0008964855,-6.0702616e-05,0.08812177,0.0009569297500000001,0.48639607,0.48226362,5.4849777e-05
17.5,77.75,2019,5,19,0.0,-0.00014672948,0.0,0.0,-0.0011045878,0.0,0.0,0.15458123,0.19691178,0.0
17.5,77.25,2018,3,16,0.0,-0.00016364902,0.0,0.0,-0.0006603005499999999,0.0023036003,0.0,0.1517706,0.18902574,7.310881999999999e-07
18.0,77.75,2019,12,6,0.0,-0.00033580302000000005,0.0,0.0,-0.0005599478,0.0,0.0,0.35136235,0.34978405,5.728565e-06
17.75,77.75,2018,8,30,5.962141e-05,-0.00043832805,0.0,4.1397288e-07,-0.0005391295,0.0,6.0482882e-05,0.4266563,0.43902475,2.6812777e-06
18.0,77.75,2018,2,7,0.0,-0.0002491158,0.0,0.0,-0.00062537385,0.0,0.0,0.26284295,0.31365429999999994,3.2908283e-06
17.5,77.25,2018,7,29,7.5578224e-05,-0.00030589334,0.0,0.0,-0.00040463713,0.0003781318700000001,7.538776999999999e-05,0.34820578,0.35048503,9.750947e-07
17.5,77.75,2018,9,10,0.0,-0.0005654742700000001,0.0,0.0,-0.0007034522,0.0007220506699999999,0.0,0.3043229,0.33669323,1.2186356e-06
17.25,77.5,2019,7,11,0.00010865275,-0.00039510464,0.0,0.00012106261999999999,-0.0005100666000000001,0.015128136,0.00022983597999999997,0.47483853,0.45444635,1.9501895e-06
17.75,77.75,2019,8,11,8.341158000000002e-05,-0.00038370472999999997,0.0,0.0,-0.0004682529,0.0,8.338038e-05,0.44371778,0.45246607,1.4626421000000002e-06
17.25,78.0,2018,12,16,0.0,-0.00019123804,0.0,0.0,-0.0005659886,0.0,0.0,0.23183957,0.26298508,9.750947e-07
17.5,77.75,2018,4,5,9.574461999999999e-06,-0.00028712468,0.0,0.0,-0.0009380613,0.0,9.5046125e-06,0.18139032,0.21896347,1.706183e-06
17.25,78.0,2019,10,7,4.17782e-05,-0.0005413061,0.10730472,1.676241e-05,-0.0006156927599999999,0.0014784336,5.8754813000000004e-05,0.44247615,0.44376224,1.5235972e-05
17.0,78.0,2018,1,6,0.0,-0.00024270857000000003,0.0,0.0,-0.00061472855,0.0,0.0,0.14365993,0.1772259,1.9501895e-06
17.75,77.0,2018,4,16,1.0009389e-05,-0.00043249404,0.0,0.0,-0.0008441035000000001,0.0,9.936281e-06,0.29275918,0.2570384,1.4626421000000002e-06
17.0,77.5,2019,12,8,5.1062554e-05,-0.00027279393,0.0,0.0,-0.00043122075,0.0,5.1410403e-05,0.35708243,0.3458527,1.4260877e-05
18.0,77.0,2018,10,25,0.0,-0.00017628781000000003,0.0,0.0,-0.000670021,0.0051229,0.0,0.28946054,0.28133327,4.8754737e-07
17.5,78.0,2018,11,4,7.1951654e-05,-0.0003221657,0.0,3.3108518e-06,-0.00062425225,0.008045435,7.538776999999999e-05,0.24257556,0.27453375,1.4626421000000002e-06
17.25,77.25,2018,10,26,0.0,-0.00026450056,0.0,0.0,-0.0008104755,0.0,0.0,0.28740352,0.29441237,0.0
17.0,77.75,2019,9,30,0.00021599978,-0.0005028442,0.0,0.0,-0.00054111687,0.0,0.00021644308999999997,0.44256878,0.44097,8.531846000000001e-06
17.0,77.75,2018,2,18,0.0,-0.00029604672,0.0,0.0,-0.0007302916499999999,0.0,0.0,0.2018801,0.24748756,2.803281e-06
17.0,77.5,2018,2,23,0.0,-0.00027981136,0.0,0.0,-0.0007792087,0.0,0.0,0.26075506,0.3022809,2.4377368e-06
17.5,77.0,2018,12,24,0.0,-0.0002398794,0.0,0.0,-0.0005569372,0.0,0.0,0.18641855,0.21698904,4.8754737e-07
17.75,77.0,2019,6,5,0.0,-0.0002626237,0.0,0.0,-0.0010032118,0.0,0.0,0.24841918,0.23903489,0.0
18.0,77.25,2019,12,27,0.0001381007,-0.00018068874,0.8394091,8.112239e-05,-0.00028931015,0.021007538,0.00021881936,0.30021507,0.29187134,1.0482036e-05
17.5,77.5,2018,12,7,2.8142240000000002e-05,-0.00023435049999999999,0.0,4.1397288e-07,-0.0005111291000000001,0.0,2.8513372e-05,0.17567639,0.19948204,4.8754737e-07
17.0,78.0,2018,2,13,0.0,-0.00023818745,0.0,0.0,-0.0006644720599999999,0.0,0.0,0.13632141,0.17403643,1.706183e-06
17.0,77.25,2019,3,25,0.0,-0.00020018782,0.0,0.0,-0.00088267046,0.0004813671,0.0,0.24426192,0.28890383,0.0
18.0,77.25,2018,3,27,0.0,-0.00029566765,0.0,0.0,-0.0010058682,0.0,0.0,0.2551091,0.29399765,1.4626421000000002e-06
17.25,77.0,2019,5,4,0.0,-0.00020719602,0.0,0.0,-0.0009593517999999999,0.0,0.0,0.24568269,0.28535804,0.0
17.75,78.0,2018,12,26,0.0,-0.00022370876,0.0,0.0,-0.0005144939,0.0,0.0,0.25770970000000004,0.276993,9.750947e-07
17.75,77.75,2018,8,6,0.00029056286,-0.00045246462,0.15311370000000002,7.677637e-05,-0.0005721672,0.005604267,0.00036721910000000004,0.34662443,0.33766290000000004,3.0468217999999997e-06
17.75,77.0,2018,11,19,9.574461999999999e-06,-0.00020967386000000002,0.0,5.7942234000000005e-06,-0.0005553040000000001,0.0007220506699999999,1.5336554000000002e-05,0.22295673,0.24926922,7.310881999999999e-07
18.0,77.0,2019,2,11,9.719282e-06,-0.00017173895,0.0,0.0,-0.0006272628,0.0,9.5046125e-06,0.24986465,0.29680157,2.4354085000000004e-07
17.75,77.0,2018,4,7,6.672926e-05,-0.00037179633999999997,0.0,0.0,-0.0009225557400000001,0.0,6.674741999999999e-05,0.23617595,0.25528598,1.4626421000000002e-06
17.0,77.5,2019,6,14,2.1904707e-05,-0.00019703506,0.0,0.0,-0.00055894424,0.0017191172000000001,2.203323e-05,0.3369818,0.2822387,0.0
17.25,77.75,2018,3,20,0.0,-0.0003290907,0.0,0.0,-0.00089329603,0.0,0.0,0.25694989999999995,0.2952127,2.803281e-06
17.5,77.75,2018,3,3,0.0,-0.0002155356,0.0,0.0,-0.0009019342,0.0,0.0,0.15589698,0.20547542,2.4377368e-06
17.25,77.25,2019,7,23,4.961202e-05,-0.0003797291,0.10001069,0.00010388624,-0.0004810823,0.0009627342,0.00015358393999999998,0.47848928,0.46490264,1.2186356e-06
17.5,77.75,2019,10,5,7.818918999999999e-05,-0.0004944029,0.0,1.0346994000000002e-06,-0.0005372995500000001,0.0004813671,7.905996999999999e-05,0.42626715,0.42487663,1.2919772e-05
18.0,77.75,2018,1,27,0.0,-0.00028626484,0.0,0.0,-0.0007098669299999999,0.0,0.0,0.26831597,0.31562874,3.7783757000000005e-06
18.0,77.75,2019,1,7,0.0,-0.00022908048,0.0,0.0,-0.00055483176,0.0,0.0,0.26992205,0.32254508,9.750947e-07
17.5,78.0,2018,8,15,8.123461e-06,-0.00021444462000000004,0.9009049000000001,0.00044720805999999997,-0.00014476283,0.22571963,0.00045535154999999997,0.47378224,0.45196369999999997,5.241018e-06
17.75,77.75,2019,7,5,4.525995e-05,-0.00033638550000000003,0.0,1.1381693e-05,-0.00048690669999999997,0.022348404,5.6810677e-05,0.43453842,0.4243800999999999,4.8754737e-07
17.5,77.25,2019,5,4,0.0,-0.00020096445,0.0,0.0,-0.0009983319,0.0,0.0,0.14567369,0.17522226,2.4354085000000004e-07
17.25,77.75,2018,5,7,0.0,-0.00033412032999999996,0.0,0.0,-0.0009866438,0.0,0.0,0.2396599,0.30240357,1.4626421000000002e-06
18.0,77.5,2019,10,29,0.000106041785,-0.00044147157999999993,0.10153663,2.3798551000000002e-05,-0.0005326164,0.0,0.00013025478,0.49348754,0.49953693,5.009584e-05
17.5,77.5,2018,4,11,7.151626e-05,-0.0004127361,0.0,0.0,-0.0008778692599999999,0.00013756752000000002,7.14995e-05,0.24916044,0.18715647,9.750947e-07
17.5,77.25,2018,7,20,0.00013998663000000001,-0.0004157779,0.49213374,0.00019597681,-0.00047744205000000003,0.2153362,0.00033568125,0.40013757,0.39244458,3.2908283e-06
17.25,78.0,2018,3,12,0.0,-0.00032344158,0.0,0.0,-0.00095718727,0.0,0.0,0.17962979999999998,0.25922316,2.1937302999999996e-06
18.0,77.0,2018,10,22,0.0,-0.00020581842,0.0,0.0,-0.0007569737,0.0,0.0,0.2777053,0.2736283,4.8754737e-07
18.0,77.5,2018,3,14,0.0,-0.00035945339999999995,0.0,0.0,-0.0010008703,0.0,0.0,0.26168782,0.31238672,2.1937302999999996e-06
17.75,77.75,2018,4,24,0.0,-0.00025691912999999995,0.0,0.0,-0.0009973088,0.0,0.0,0.20404214,0.23547742,9.750947e-07
17.75,77.25,2018,7,17,0.00012519024,-0.00041874574,0.0,2.1935906e-05,-0.00052376173,0.0008594989999999999,0.0001473194,0.46340454,0.46672520000000006,1.9501895e-06
17.25,77.0,2019,6,28,0.00011401996,-0.0003482939,0.14173013,6.332528e-05,-0.0006238783999999999,0.003782034,0.00017734523999999997,0.43679312,0.3678752,9.750947e-07
18.0,77.25,2019,8,20,2.7127098e-05,-0.0004660003,0.0,6.622169e-06,-0.00058918784,0.00866437,3.3481512e-05,0.42870715,0.42487079999999994,9.750947e-07
17.75,77.5,2019,7,22,0.00013636006,-0.00032092677000000004,0.0,2.8973445e-06,-0.00043149624000000003,0.015884638,0.00013932725,0.4363916,0.41416913,1.2186356e-06
17.25,77.25,2019,8,13,0.00018858304,-0.0004943752,0.18096226,3.725011e-05,-0.0005715572000000001,0.0025786160999999998,0.00022551557,0.46220613,0.46729183,3.0468217999999997e-06
17.0,77.75,2018,9,6,0.00010662200000000001,-0.0003358955,0.0,0.0,-0.0004262228,0.00013756752000000002,0.00010670954,0.35480306,0.36892667,1.9501895e-06
17.5,77.75,2018,6,25,7.673865e-05,-0.00034327349999999996,0.0,2.2970605999999996e-05,-0.0005010348000000001,0.0019598007,0.00010022893500000001,0.37550905,0.363313,1.4626421000000002e-06
17.0,77.0,2018,2,10,0.0,-0.000288003,0.0,0.0,-0.0006399544999999999,0.0,0.0,0.28184405,0.32273203,0.0
18.0,78.0,2019,9,17,6.107194000000001e-05,-0.00032598415,0.0,0.0,-0.0004293514599999999,0.010245919000000001,6.113108e-05,0.45412016,0.45328972,2.803281e-06
18.0,77.25,2019,6,17,0.0,-7.39847e-05,0.0,0.0,-0.0008003811999999999,0.014406203999999999,0.0,0.26312095,0.26626217,0.0
17.5,78.0,2019,1,27,0.0011351239,-0.00020095521,0.6546015000000001,0.00030193244999999997,-0.00017634442,0.0666672,0.0014371225,0.26371396,0.25867406,1.145713e-05
17.75,77.0,2018,11,10,0.0,-0.0003051537,0.0,0.0,-0.0007218699000000001,0.0,0.0,0.22707075,0.2592991,4.8754737e-07
18.0,77.0,2019,1,20,0.0,-0.00023700400000000002,0.0,0.0,-0.0006639211,0.0,0.0,0.2597729,0.3055872,2.4354085000000004e-07
17.75,77.5,2018,6,19,6.1942264e-05,-0.00024842238,0.0,3.5387464e-05,-0.00038352366999999996,0.00024068355999999998,9.720493000000001e-05,0.37112322,0.33482978,9.750947e-07
17.0,77.5,2018,11,28,0.0,-0.00021509182,0.0,0.0,-0.00061768014,0.0,0.0,0.27601278,0.2970761,0.0
18.0,77.0,2018,12,23,0.0,-0.00022994033,0.0,0.0,-0.0005500109,0.0,0.0,0.28623605,0.31605518,2.4354085000000004e-07
18.0,77.0,2018,9,12,6.513344e-05,-0.0004445503599999999,0.0,0.0,-0.0005996363,0.00024068355999999998,6.523542e-05,0.32391083,0.35380885,1.2186356e-06
17.5,77.0,2019,12,13,0.0,-0.0002491343,0.0,0.0,-0.0005557172,0.0,0.0,0.1799016,0.22269619,3.2908283e-06
17.0,78.0,2019,3,23,0.0,-0.00027479097,0.0,0.0,-0.0008020144,0.00024068355999999998,0.0,0.12677762,0.16957352,2.4354085000000004e-07
17.75,77.75,2018,6,21,1.7697923e-05,-0.00018743807,0.0,3.3108518e-06,-0.00059259194,0.0,2.0952895e-05,0.2718308,0.2686338,9.750947e-07
17.5,77.25,2019,12,28,0.0,-0.00020481990000000003,0.45679277,0.00011195708,-0.00034601930000000003,0.0,0.00011254194999999999,0.18838908,0.20978646,2.803281e-06
17.25,77.5,2018,2,8,0.0,-0.00033157776,0.0,0.0,-0.00066970615,0.0,0.0,0.26610452,0.32628366,2.803281e-06
18.0,77.0,2019,3,21,0.0,-0.00023609792999999997,0.0,0.0,-0.0009365658,0.0,0.0,0.24639924,0.29165518,2.4354085000000004e-07
17.75,77.75,2019,5,24,5.149748e-05,-0.00027857243999999997,0.0,0.0,-0.0009858566,0.0,5.1410403e-05,0.22576119,0.23527297,4.8754737e-07
17.75,78.0,2019,10,1,2.959324e-05,-0.00045629236,0.0,1.3865065e-05,-0.0005630764,0.0006188154,4.341826e-05,0.4472264,0.44424707,4.509464e-06
18.0,78.0,2019,5,7,0.0,-0.00024538982,0.0,0.0,-0.0011523636,0.0,0.0,0.18851262,0.24956129999999999,9.750947e-07
17.0,77.5,2019,1,11,0.0,-0.00020378438,0.0,0.0,-0.0005492041,0.0,0.0,0.26207697,0.31295332,2.4354085000000004e-07
18.0,77.5,2019,2,2,0.0,-0.00027350584,0.0,0.0,-0.0006775966,0.0,0.0,0.28062713,0.3184794,2.4354085000000004e-07
17.5,77.5,2019,8,31,0.0005769185,-9.7311466e-05,1.0,0.00027171848,-6.1135506e-05,0.18116021,0.0008482761000000001,0.41182485,0.35175848,1.2919772e-05
17.25,77.25,2019,4,2,0.0,-0.0004162032,0.0,0.0,-0.00095124485,0.0,0.0,0.26438108,0.30464086,0.0
17.25,77.0,2019,10,1,7.253187e-05,-0.000542545,0.10001069,9.105541e-06,-0.0005998331,0.0003781318700000001,8.100411e-05,0.48287508,0.4839518,1.706183e-06
17.0,77.75,2019,2,1,0.0,-0.00024920827,0.0,0.0,-0.0004889531,0.0,0.0,0.29057863,0.27113983,2.4354085000000004e-07
18.0,78.0,2018,9,16,5.947426e-06,-0.0004394745,0.0,1.0346994000000002e-06,-0.00073318416,0.0020629168,7.5604767000000005e-06,0.3114514,0.33633688,9.506941000000001e-06
17.25,78.0,2019,2,10,0.0,-0.00022622357999999996,0.0,0.0,-0.0007009139,0.0,0.0,0.2202573,0.25896612,4.8754737e-07
17.0,78.0,2019,11,20,0.00011590589,-0.0003698825,0.17293578,9.933487e-06,-0.00048930733,0.010864735,0.00012679864,0.290696,0.28535804,4.7534704000000005e-06
17.75,77.5,2019,12,9,0.00010923296,-0.00022462408,0.0,0.0,-0.00039538892,0.00024068355999999998,0.00010865368,0.25492996,0.2864212,2.1939632e-05
17.0,77.25,2019,10,1,8.109072e-05,-0.0004869047,0.10410023,6.622169e-06,-0.00052663457,0.0,8.770031999999999e-05,0.48256624,0.47423154,2.803281e-06
17.0,78.0,2018,10,31,0.0,-0.0003984793,0.0,0.0,-0.0007790907000000001,0.0,0.0,0.16933858,0.21868892,4.8754737e-07
17.25,77.25,2019,2,11,0.0,-0.00019990119999999998,0.0,0.0,-0.0006270660700000001,0.0,0.0,0.24804854,0.30346674,0.0
17.0,77.75,2018,7,9,0.00038383855000000003,-0.00014755233,1.0,0.00070423353,-8.781754999999999e-05,0.15674877,0.0010880483,0.46873546,0.44601122,1.3163779e-05
17.25,77.25,2018,9,16,5.657319e-06,-0.00043458355,0.10001069,1.3451558e-05,-0.0007586069,0.00013756752000000002,1.900876e-05,0.2781377,0.3217156,4.8754737e-07
17.25,77.25,2019,9,19,5.2658374999999995e-05,-0.00019480685000000002,0.84761876,6.2081963e-06,-0.00019509663,0.08825934,5.9186947e-05,0.49781775,0.50274396,9.750947e-07
17.5,77.75,2018,10,25,0.0,-0.00041966105,0.0,0.0,-0.0006468611499999999,0.0,0.0,0.27175668,0.29222766,9.750947e-07
