time,cp,lsp,swvl1,ro,sd,dis
1993-09-26,0.0014540101000000002,0.006143887,0.3877118,8.468734000000001e-05,0.0011003162,1152.8812636071805
1993-09-27,4.9851562000000005e-05,7.143674e-06,0.3708112,5.7560195000000005e-05,0.0012023816,1153.64620321957
1993-09-28,0.0023822687,0.001429846,0.36795548,6.650563e-05,0.0007032503999999999,1153.264668580325
1993-09-29,0.0012426904,0.0042013056,0.38924554,6.910697e-05,0.0015554528,1153.197673394518
1993-09-30,4.028894e-05,4.6954756e-05,0.3752572,5.8558680000000004e-05,0.0017217167000000001,1153.6604076902547
1993-10-01,0.00014100321,0.0001806954,0.36658835,5.6422871999999995e-05,0.0005275717,1153.6185834950572
1993-10-02,0.0029855857,0.012570235,0.37824112,0.0001449118,0.00060163345,1151.5253445118785
1993-10-03,0.002988465,0.0031004291999999997,0.40502045,7.560517e-05,0.0015627631,1153.6528111073858
1993-10-04,0.0006993345,3.520971e-05,0.38469732,5.499056e-05,0.001231586,1153.916091212115
1993-10-05,0.0005717656,9.1817354e-05,0.37848119999999996,5.6247638e-05,0.0007892825500000001,1153.8410315130488
1993-10-06,0.0008641677,0.00019239447,0.37252882,5.968857e-05,0.0005445028700000001,1153.7078081738528
1993-10-07,0.00045804265999999994,0.00021869544999999997,0.37344274,5.7880217e-05,0.0005688914,1153.744691051373
1993-10-08,0.001820139,0.002900902,0.3745848,8.278617e-05,0.00062200427,1153.2101261030266
1993-10-09,0.0028460957,0.0076919007,0.40649846,9.479963e-05,0.0005766117,1153.0403127503478
1993-10-10,0.00015598464,3.1716438e-06,0.38754457,5.692156e-05,0.0007117425999999999,1154.104782516838
1993-10-11,0.0009961929,0.00011177975,0.38296209999999997,5.890397700000001e-05,0.0005952289,1153.9467897817296
1993-10-12,0.0014479775,0.0013680639000000002,0.37884238,6.335704000000001e-05,0.00044587773,1153.6247056418993
1993-10-13,0.00075537286,0.0006881191,0.38681048,6.120657e-05,0.00023215289,1154.006356394687
1993-10-14,0.0027087352000000004,0.0007642569,0.38334298,7.060566999999998e-05,0.00019166006000000002,1153.802302800948
2004-11-11,8.33658e-05,0.00023985697999999998,0.37544190000000005,2.8336799e-05,0.0068833814,1152.7935828992156
2004-11-12,7.450655e-08,4.6553792000000006e-05,0.37295994,2.9188503000000002e-05,0.0042419974,1153.1959409566252
2004-11-13,0.0015848031,0.0043737559999999995,0.37682587,2.7554366e-05,0.0066959490000000005,1152.0227506150843
2004-11-14,0.0005351417,0.0010674553,0.37131056,2.6226038e-05,0.006893289699999999,1152.51955471256
2004-11-15,7.717178e-08,8.146746e-05,0.3651056,2.6156904e-05,0.0065133525,1152.645915219837
2004-11-16,7.774850999999999e-08,0.00081046385,0.3625742,2.6303018e-05,0.006239579,1152.5006072158556
2004-11-17,3.5872366e-05,0.00091193576,0.36501032,2.8495814999999997e-05,0.005437310999999999,1152.665016784645
2004-11-18,2.4590016e-05,0.0014681196,0.3672906,2.9923542e-05,0.004961964,1152.6951462726297
2004-11-19,0.0052683719999999995,0.005400385,0.38259682,3.2889253e-05,0.0071326937,1151.6773710604175
2004-11-20,0.0015815073000000001,0.0015496914,0.37269622,2.5791210000000002e-05,0.010262786999999999,1151.8650295949715
2002-04-03,0.00018076794999999997,3.357348e-05,0.34436554,0.00010681861000000001,0.037628945,1147.2580830278787
2002-04-04,3.895217e-05,6.231266e-06,0.33784780000000003,0.00010136189,0.035291485,1147.4899104628905
2002-04-05,0.00010231392,3.315013e-05,0.33105814,8.893712e-05,0.033797782,1147.5557786386157
2002-04-06,1.2011407999999998e-05,5.3294869999999995e-05,0.32678318,8.5059895e-05,0.03278085,1147.6187154259048
2002-04-07,1.8419042999999998e-07,5.2439814e-06,0.32345763,8.474126e-05,0.03222864,1147.6387459116465
2002-04-08,8.498554e-05,0.0007752645,0.3214013,8.860912e-05,0.031907793,1147.501024362513
2002-04-09,0.00015203426000000002,0.00057115004,0.31834307,8.493264000000001e-05,0.031290706,1147.559008057916
2002-04-10,0.00016369344999999998,0.00020556580000000003,0.3176312,8.230841999999999e-05,0.029530069,1147.8856839706677
2002-04-11,4.926447e-07,0.00012493288,0.3176489,8.752683e-05,0.027985256,1148.1584429200564
2002-04-12,0.0004289389,0.001037837,0.31690565,9.609762500000001e-05,0.02524036,1148.3914822748652
2002-04-13,0.002130871,0.0022503568,0.3341683,0.00010287655500000001,0.022717737,1148.8721000063808
2002-04-14,0.0018239273,0.0040501878000000005,0.36456609999999995,9.169798e-05,0.022043431000000002,1149.3739100835883
2002-10-09,3.1468227000000004e-07,9.175201e-06,0.37968883,5.4972963e-05,0.0015096922,1153.8041063654746
2002-10-10,0.00043416512000000004,0.00037958904,0.37395847,6.220135000000001e-05,0.0013221961,1153.6116473841955
2002-10-11,0.00027829545,0.0009091786000000001,0.37655765,6.042589e-05,0.0011102192999999998,1153.6195468713142
2002-10-12,0.0006050502,0.010305824,0.39450893,9.347514e-05,0.0014761144,1152.2911519862134
2002-10-13,0.00034369092,0.0020891756,0.39855695,6.674187e-05,0.0033857034999999996,1153.554452527578
2002-10-14,0.00028235502999999996,0.005549865,0.4009548,7.036314500000001e-05,0.0031822738,1153.028859511898
2002-10-15,0.0002750575,0.0029743775,0.40131512,6.60079e-05,0.0021587252,1153.658756970536
2002-10-16,0.0019775167999999997,0.0019088034,0.40045783,6.708617e-05,0.0012380625,1153.870722466198
2002-10-17,0.0038080685999999997,0.013549393,0.41674587,0.0001267483,0.0009938002,1152.1186563228714
2002-10-18,0.0034317374,0.005412773,0.41750002,8.337835e-05,0.00298491,1153.278003179971
2002-10-19,0.0031004684999999996,0.0008210538700000001,0.40827414,6.923853e-05,0.0034246840000000003,1153.8299346600074
2002-10-20,2.1584030000000002e-06,3.1011189e-06,0.39354447,6.311818e-05,0.0034486302000000003,1153.8210974207389
2002-10-21,0.0011974550999999999,0.0010797743,0.39199394,7.167621e-05,0.0028310378999999997,1153.6207186008758
2002-10-22,0.0018520916000000001,0.0009919489,0.39680192,8.368381e-05,0.0020183516,1153.8416365099747
2002-10-23,0.003093375,0.0030699044,0.39676999999999996,9.196165000000001e-05,0.0016198813,1153.4595315095494
2002-10-24,0.0007901267,0.0007835589299999999,0.39521277,6.854277e-05,0.002446379,1153.832994027605
2002-10-25,0.0026809757,0.0043330933,0.3987412,9.105268e-05,0.0026892879999999997,1153.1344770883834
2002-10-26,0.0026329162,0.00025981417,0.39915029999999996,7.909911999999999e-05,0.0029231731,1153.832587113327
2002-10-27,0.0018253904,0.0011782529,0.39011157,8.191777e-05,0.0028940588,1153.5153980648327
2002-10-28,0.0016290242,0.00043394137,0.3886656,7.260933e-05,0.0036967046999999997,1153.4954297748734
2002-10-29,0.00019436453,7.0158735e-06,0.37949866,6.973622e-05,0.0038511206,1153.4229264410824
2002-10-30,0.0034977403,0.0017153161,0.39067490000000005,7.885859000000001e-05,0.0035762484000000003,1153.2189596737626
2002-10-31,0.0031983033,0.0016230621,0.4004208,8.139171999999999e-05,0.003035859,1153.5663088996241
2011-06-10,0.0015163379,0.0009331804,0.35211194,3.7499209999999996e-05,0.0003111864,1153.0898072998677
2011-06-11,0.0034392932,0.0033071102000000003,0.35774505,5.2398307e-05,0.00022521833,1152.696894526822
2011-06-12,0.0010433575,0.0009338724,0.36049974,3.550715e-05,0.00021882635,1153.3266362365875
2011-06-13,0.0012699431,0.0025418163000000002,0.3522659,4.2743940000000005e-05,0.00028343571,1152.8278236396518
2011-06-14,0.0026798989000000003,0.0005027428,0.35336924,3.3728455e-05,0.00020771041000000002,1153.1384242235642
2011-06-15,0.0004963954,3.7236918e-05,0.34354229999999997,2.5681276e-05,0.00010380337,1153.1426210640382
2011-06-16,0.005310099,0.0018793963,0.33966976,5.266616999999999e-05,6.385861999999999e-05,1152.4441837652173
2011-06-17,0.0021949578,0.0031958325,0.36429745,4.3519412e-05,0.00010540876,1152.9603046156192
2011-06-18,0.0049515925,0.014754743,0.39840624,0.00012545024,0.0003606591,1151.5083109560348
2011-06-19,0.0043473504,0.0009551353,0.39363977,4.5973276e-05,0.0013407887,1153.710713551123
2011-06-20,0.0013776976999999998,0.00046250614,0.37632072,3.548817e-05,0.0007249852,1153.6754925649393
2011-06-21,0.0010560689,0.00013614056,0.36632526,3.4550907e-05,0.00024139088,1153.599125044299
2011-06-22,0.0060993372,0.0020636427,0.36312687,6.899959e-05,6.371499e-05,1152.9121089135501
2011-06-23,0.0050337063,0.0029079565000000003,0.38699532,6.826357e-05,0.00021528527999999998,1153.3544883496309
2011-06-24,0.0019839914,0.000764476,0.37655029999999995,4.7597056000000005e-05,0.00040127538,1153.6462432336257
2011-06-25,0.0004902541,0.0011190579,0.3619755,3.979073e-05,0.00031378973,1153.3488053420142
2011-06-26,0.00055264955,0.0014707524,0.35858762,4.1618452e-05,0.000116891126,1153.235862283456
2011-06-27,1.1618444999999999e-06,1.62363e-06,0.33974367,3.1691496e-05,9.544903e-05,1153.0959754399157
2011-06-28,9.940071e-07,2.437346e-09,0.32125324,3.0616407e-05,4.7297613e-05,1152.6760151025603
2011-06-29,0.0029489303000000003,0.0015128365,0.31581348,4.3883894e-05,4.4421292999999995e-05,1152.1036466204523
2011-06-30,0.0034338678000000004,0.014329563,0.3772763,0.00014881701000000002,0.00015289587999999999,1151.233761929081
2011-07-01,0.006989609,0.0013889798,0.3795775,6.0828669999999994e-05,0.00038556958,1153.3029337636601
2011-07-02,0.0022418345,0.00030899796,0.3755595,4.3609016e-05,0.0005140909999999999,1153.6690426950238
