time,cp,lsp,swvl1,ro,sd,dis
1993-09-26,0.0014540101000000002,0.006143887,0.3877118,8.468734000000001e-05,0.0011003162,1383.579230086031
1993-09-27,4.9851562000000005e-05,7.143674e-06,0.3708112,5.7560195000000005e-05,0.0012023816,1477.2831217717228
1993-09-28,0.0023822687,0.001429846,0.36795548,6.650563e-05,0.0007032503999999999,1404.639400722812
1993-09-29,0.0012426904,0.0042013056,0.38924554,6.910697e-05,0.0015554528,1273.0690926594975
1993-09-30,4.028894e-05,4.6954756e-05,0.3752572,5.8558680000000004e-05,0.0017217167000000001,1476.1546733026694
1993-10-01,0.00014100321,0.0001806954,0.36658835,5.6422871999999995e-05,0.0005275717,1457.581801088937
1993-10-02,0.0029855857,0.012570235,0.37824112,0.0001449118,0.00060163345,1439.2261996897955
1993-10-03,0.002988465,0.0031004291999999997,0.40502045,7.560517e-05,0.0015627631,1425.8387685523287
1993-10-04,0.0006993345,3.520971e-05,0.38469732,5.499056e-05,0.001231586,1415.2400502297914
1993-10-05,0.0005717656,9.1817354e-05,0.37848119999999996,5.6247638e-05,0.0007892825500000001,1461.095649226548
1993-10-06,0.0008641677,0.00019239447,0.37252882,5.968857e-05,0.0005445028700000001,1540.5264186052098
1993-10-07,0.00045804265999999994,0.00021869544999999997,0.37344274,5.7880217e-05,0.0005688914,1494.7411604107838
1993-10-08,0.001820139,0.002900902,0.3745848,8.278617e-05,0.00062200427,1583.1279897534466
1993-10-09,0.0028460957,0.0076919007,0.40649846,9.479963e-05,0.0005766117,1381.4867860975583
1993-10-10,0.00015598464,3.1716438e-06,0.38754457,5.692156e-05,0.0007117425999999999,1455.4281377294037
1993-10-11,0.0009961929,0.00011177975,0.38296209999999997,5.890397700000001e-05,0.0005952289,1523.1568162959243
1993-10-12,0.0014479775,0.0013680639000000002,0.37884238,6.335704000000001e-05,0.00044587773,1452.986749802356
1993-10-13,0.00075537286,0.0006881191,0.38681048,6.120657e-05,0.00023215289,1516.0568437432391
1993-10-14,0.0027087352000000004,0.0007642569,0.38334298,7.060566999999998e-05,0.00019166006000000002,1615.1563273671827
2004-11-11,8.33658e-05,0.00023985697999999998,0.37544190000000005,2.8336799e-05,0.0068833814,676.9397357124046
2004-11-12,7.450655e-08,4.6553792000000006e-05,0.37295994,2.9188503000000002e-05,0.0042419974,741.9355758027696
2004-11-13,0.0015848031,0.0043737559999999995,0.37682587,2.7554366e-05,0.0066959490000000005,586.7099826251591
2004-11-14,0.0005351417,0.0010674553,0.37131056,2.6226038e-05,0.006893289699999999,615.8124492500116
2004-11-15,7.717178e-08,8.146746e-05,0.3651056,2.6156904e-05,0.0065133525,637.7257487676425
2004-11-16,7.774850999999999e-08,0.00081046385,0.3625742,2.6303018e-05,0.006239579,600.2618138509027
2004-11-17,3.5872366e-05,0.00091193576,0.36501032,2.8495814999999997e-05,0.005437310999999999,649.5571173614323
2004-11-18,2.4590016e-05,0.0014681196,0.3672906,2.9923542e-05,0.004961964,658.1488472849389
2004-11-19,0.0052683719999999995,0.005400385,0.38259682,3.2889253e-05,0.0071326937,544.3283576046923
2004-11-20,0.0015815073000000001,0.0015496914,0.37269622,2.5791210000000002e-05,0.010262786999999999,565.1103453174604
2002-04-03,0.00018076794999999997,3.357348e-05,0.34436554,0.00010681861000000001,0.037628945,1666.1050593518867
2002-04-04,3.895217e-05,6.231266e-06,0.33784780000000003,0.00010136189,0.035291485,1663.7301357826923
2002-04-05,0.00010231392,3.315013e-05,0.33105814,8.893712e-05,0.033797782,1500.8604572834422
2002-04-06,1.2011407999999998e-05,5.3294869999999995e-05,0.32678318,8.5059895e-05,0.03278085,1460.0927778427229
2002-04-07,1.8419042999999998e-07,5.2439814e-06,0.32345763,8.474126e-05,0.03222864,1454.8414727710792
2002-04-08,8.498554e-05,0.0007752645,0.3214013,8.860912e-05,0.031907793,1509.4069319391979
2002-04-09,0.00015203426000000002,0.00057115004,0.31834307,8.493264000000001e-05,0.031290706,1422.4805983981066
2002-04-10,0.00016369344999999998,0.00020556580000000003,0.3176312,8.230841999999999e-05,0.029530069,1371.8806344908553
2002-04-11,4.926447e-07,0.00012493288,0.3176489,8.752683e-05,0.027985256,1502.966607517181
2002-04-12,0.0004289389,0.001037837,0.31690565,9.609762500000001e-05,0.02524036,1595.5729159805355
2002-04-13,0.002130871,0.0022503568,0.3341683,0.00010287655500000001,0.022717737,1472.4914730111605
2002-04-14,0.0018239273,0.0040501878000000005,0.36456609999999995,9.169798e-05,0.022043431000000002,1393.42886699761
2002-10-09,3.1468227000000004e-07,9.175201e-06,0.37968883,5.4972963e-05,0.0015096922,1392.7420704449437
2002-10-10,0.00043416512000000004,0.00037958904,0.37395847,6.220135000000001e-05,0.0013221961,1547.9660821886905
2002-10-11,0.00027829545,0.0009091786000000001,0.37655765,6.042589e-05,0.0011102192999999998,1454.0314060937535
2002-10-12,0.0006050502,0.010305824,0.39450893,9.347514e-05,0.0014761144,1384.1668884421154
2002-10-13,0.00034369092,0.0020891756,0.39855695,6.674187e-05,0.0033857034999999996,1408.5584935984302
2002-10-14,0.00028235502999999996,0.005549865,0.4009548,7.036314500000001e-05,0.0031822738,1259.5232216327445
2002-10-15,0.0002750575,0.0029743775,0.40131512,6.60079e-05,0.0021587252,1347.943012574878
2002-10-16,0.0019775167999999997,0.0019088034,0.40045783,6.708617e-05,0.0012380625,1432.2427676007483
