time,cp,lsp,swvl1,ro,sd,dis
1993-09-26,0.0014540101000000002,0.006143887,0.3877118,8.468734000000001e-05,0.0011003162,1090.5741153248182
1993-09-27,4.9851562000000005e-05,7.143674e-06,0.3708112,5.7560195000000005e-05,0.0012023816,1091.112838330965
1993-09-28,0.0023822687,0.001429846,0.36795548,6.650563e-05,0.0007032503999999999,1090.7220368967896
1993-09-29,0.0012426904,0.0042013056,0.38924554,6.910697e-05,0.0015554528,1090.8796878641504
1993-09-30,4.028894e-05,4.6954756e-05,0.3752572,5.8558680000000004e-05,0.0017217167000000001,1091.1397978872806
1993-10-01,0.00014100321,0.0001806954,0.36658835,5.6422871999999995e-05,0.0005275717,1091.0912106813084
1993-10-02,0.0029855857,0.012570235,0.37824112,0.0001449118,0.00060163345,1089.0753419134753
1993-10-03,0.002988465,0.0031004291999999997,0.40502045,7.560517e-05,0.0015627631,1091.5869672702358
1993-10-04,0.0006993345,3.520971e-05,0.38469732,5.499056e-05,0.001231586,1091.5945892011757
1993-10-05,0.0005717656,9.1817354e-05,0.37848119999999996,5.6247638e-05,0.0007892825500000001,1091.4700467841847
1993-10-06,0.0008641677,0.00019239447,0.37252882,5.968857e-05,0.0005445028700000001,1091.2685760716868
1993-10-07,0.00045804265999999994,0.00021869544999999997,0.37344274,5.7880217e-05,0.0005688914,1091.3183440997575
1993-10-08,0.001820139,0.002900902,0.3745848,8.278617e-05,0.00062200427,1090.7720106422569
1993-10-09,0.0028460957,0.0076919007,0.40649846,9.479963e-05,0.0005766117,1091.0709131818483
1993-10-10,0.00015598464,3.1716438e-06,0.38754457,5.692156e-05,0.0007117425999999999,1091.8872224679299
1993-10-11,0.0009961929,0.00011177975,0.38296209999999997,5.890397700000001e-05,0.0005952289,1091.6658400904191
1993-10-12,0.0014479775,0.0013680639000000002,0.37884238,6.335704000000001e-05,0.00044587773,1091.2842228873185
1993-10-13,0.00075537286,0.0006881191,0.38681048,6.120657e-05,0.00023215289,1091.8222358253372
1993-10-14,0.0027087352000000004,0.0007642569,0.38334298,7.060566999999998e-05,0.00019166006000000002,1091.5606882960083
2004-11-11,8.33658e-05,0.00023985697999999998,0.37544190000000005,2.8336799e-05,0.0068833814,1089.7126263597643
2004-11-12,7.450655e-08,4.6553792000000006e-05,0.37295994,2.9188503000000002e-05,0.0042419974,1090.3638886721076
2004-11-13,0.0015848031,0.0043737559999999995,0.37682587,2.7554366e-05,0.0066959490000000005,1088.948644365233
2004-11-14,0.0005351417,0.0010674553,0.37131056,2.6226038e-05,0.006893289699999999,1089.3652483019382
2004-11-15,7.717178e-08,8.146746e-05,0.3651056,2.6156904e-05,0.0065133525,1089.445021931206
2004-11-16,7.774850999999999e-08,0.00081046385,0.3625742,2.6303018e-05,0.006239579,1089.2848777030454
2004-11-17,3.5872366e-05,0.00091193576,0.36501032,2.8495814999999997e-05,0.005437310999999999,1089.573155322007
2004-11-18,2.4590016e-05,0.0014681196,0.3672906,2.9923542e-05,0.004961964,1089.686346426747
2004-11-19,0.0052683719999999995,0.005400385,0.38259682,3.2889253e-05,0.0071326937,1088.6265560705942
2004-11-20,0.0015815073000000001,0.0015496914,0.37269622,2.5791210000000002e-05,0.010262786999999999,1088.3622343889447
2002-04-03,0.00018076794999999997,3.357348e-05,0.34436554,0.00010681861000000001,0.037628945,1080.4525921740094
2002-04-04,3.895217e-05,6.231266e-06,0.33784780000000003,0.00010136189,0.035291485,1080.8270830015592
